COG_ID	category	name	combined_input	combined_out_post	combined_present	euryroot_ml_input	euryroot_ml_out_post	euryroot_ml_present	euryroot_unif_input	euryroot_unif_out_post	euryroot_unif_present	gld_min1_input	gld_min1_out_post	gld_min1_present	gld_min4_input	gld_min4_out_post	gld_min4_present
COG0157	H	Nicotinate-nucleotide pyrophosphorylase	0.0000	0.9480	1	0.4870	0.9609	1	0.0000	0.9087	1	1.0000	0.9949	1	0.9999	0.9873	1
COG0158	G	Fructose-1,6-bisphosphatase	0.0000	0.0528	0	0.1600	0.0915	0	0.0000	0.0244	0	0.9887	0.2849	0	0.0065	0.1529	0
COG0159	E	Tryptophan synthase alpha chain	0.0150	0.9635	1	0.1500	0.5904	1	0.0000	0.6748	1	1.0000	0.9993	1	0.9993	0.9869	1
COG0160	E	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase	0.0050	0.8109	1	0.8220	0.8671	1	0.0100	0.8146	1	1.0000	0.9950	1	1.0000	0.9673	1
COG0161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	0.0000	0.0226	0	0.0000	0.0004	0	0.0000	0.0260	0	0.1175	0.0037	0	0.0001	0.0011	0
COG0162	J	Tyrosyl-tRNA synthetase	0.0050	0.9895	1	0.6400	0.9962	1	0.0100	0.9862	1	1.0000	0.9999	1	0.9999	0.9995	1
COG0163	H	Flavin prenyltransferase UbiX	0.7050	0.9920	1	0.9700	0.9985	1	0.0800	0.9583	1	1.0000	0.9997	1	0.9999	0.9975	1
COG0164	L	Ribonuclease HII	0.0400	0.9775	1	0.9600	0.9989	1	0.4400	0.9903	1	1.0000	0.9997	1	1.0000	0.9996	1
COG0165	E	Argininosuccinate lyase	0.0000	0.9738	1	0.9200	0.9498	1	0.0800	0.9876	1	1.0000	0.9994	1	0.9997	0.9929	1
COG0166	G	Glucose-6-phosphate isomerase	0.0000	0.1103	0	0.0000	0.0056	0	0.0000	0.0799	0	1.0000	0.1504	0	0.9978	0.1264	0
COG0167	F	Dihydroorotate dehydrogenase	0.0800	0.9966	1	0.9900	0.9983	1	0.0100	0.9962	1	1.0000	1.0000	1	1.0000	0.9998	1
COG0168	P	Trk-type K+ transport system, membrane component	0.0850	0.9791	1	0.9800	0.9763	1	0.1400	0.9378	1	1.0000	0.8817	1	0.9826	0.8699	1
COG0169	E	Shikimate 5-dehydrogenase	0.0050	0.9837	1	0.0000	0.8054	1	0.0000	0.9419	1	1.0000	0.9998	1	0.9999	0.9955	1
COG0170	OM	Dolichol kinase	0.0050	0.9149	1	0.7862	0.9962	1	0.0100	0.9186	1	1.0000	0.9986	1	0.9999	0.9972	1
COG0171	H	NH3-dependent NAD+ synthetase	0.0000	0.9894	1	0.6200	0.9977	1	0.0000	0.9748	1	1.0000	0.9999	1	1.0000	0.9998	1
COG0172	J	Seryl-tRNA synthetase	0.0650	0.9850	1	0.9703	0.9968	1	0.3400	0.9824	1	1.0000	0.9997	1	0.9999	0.9993	1
COG0173	J	Aspartyl-tRNA synthetase	0.0000	0.0020	0	0.0000	0.0000	0	0.0000	0.0037	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0174	E	Glutamine synthetase	0.0650	0.9905	1	0.8200	0.9980	1	0.0200	0.9886	1	1.0000	0.9999	1	1.0000	0.9997	1
COG0175	EH	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	0.0100	0.9490	1	0.9877	0.8928	1	0.1387	0.8799	1	1.0000	0.9026	1	0.9999	0.8438	1
COG0176	G	Transaldolase/fructose-6-phosphate aldolase	0.0000	0.1597	0	0.3000	0.1116	0	0.0000	0.3895	0	1.0000	0.1823	0	0.9948	0.1710	0
COG0177	L	Endonuclease III	0.0000	0.9345	1	0.4120	0.9910	1	0.0100	0.9794	1	1.0000	0.9999	1	1.0000	0.9992	1
COG0178	L	Excinuclease UvrABC ATPase subunit	0.0000	0.0727	0	0.0100	0.0268	0	0.0000	0.0403	0	1.0000	0.2875	0	0.9989	0.1031	0
COG0179	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	0.0050	0.9444	1	0.9900	0.9226	1	0.3100	0.9112	1	1.0000	0.9995	1	0.9999	0.9788	1
COG0180	J	Tryptophanyl-tRNA synthetase	0.7600	0.9902	1	1.0000	0.9987	1	0.2500	0.9782	1	1.0000	0.9999	1	1.0000	0.9997	1
COG0181	H	Porphobilinogen deaminase	0.0250	0.7249	1	0.8700	0.9371	1	0.0000	0.4553	0	1.0000	0.9983	1	0.9996	0.8817	1
COG0182	E	5-methylthioribose/5-deoxyribulose 1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit	0.0950	0.9951	1	0.0500	0.9986	1	0.0000	0.9759	1	1.0000	1.0000	1	0.9999	0.9999	1
COG0183	I	Acetyl-CoA acetyltransferase	0.0000	0.9671	1	0.9768	0.9926	1	0.1387	0.9924	1	1.0000	0.9999	1	1.0000	0.9989	1
COG0184	J	Ribosomal protein S15P/S13E	0.0300	0.9922	1	1.0000	0.9988	1	0.4000	0.9939	1	1.0000	0.9997	1	0.9999	0.9997	1
COG0185	J	Ribosomal protein S19	0.0100	0.9895	1	0.3300	0.9947	1	0.0000	0.9775	1	1.0000	0.9998	1	0.9999	0.9996	1
COG0186	J	Ribosomal protein S17	0.0000	0.9891	1	0.0300	0.9991	1	0.0000	0.9881	1	1.0000	1.0000	1	0.9999	1.0000	1
COG0187	L	DNA gyrase/topoisomerase IV, subunit B	0.0000	0.1475	0	0.0000	0.0039	0	0.0000	0.0994	0	0.9992	0.1785	0	0.9205	0.0659	0
COG0188	L	DNA gyrase/topoisomerase IV, subunit A	0.0000	0.1670	0	0.5900	0.0396	0	0.0100	0.2074	0	0.9991	0.1657	0	0.9125	0.0579	0
COG0189	EHJQ	Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily	0.0050	0.8569	1	0.4100	0.5767	1	0.0400	0.8369	1	1.0000	0.7940	1	1.0000	0.7905	1
COG0190	H	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	0.0050	0.1122	0	0.4600	0.0043	0	0.0000	0.0757	0	1.0000	0.0044	0	0.9993	0.0180	0
COG0191	G	Fructose/tagatose bisphosphate aldolase	0.0000	0.0708	0	0.0300	0.0121	0	0.0000	0.0548	0	0.9999	0.0269	0	0.2942	0.0219	0
COG0192	H	S-adenosylmethionine synthetase	0.0000	0.0296	0	0.5500	0.0007	0	0.0000	0.0342	0	1.0000	0.0006	0	0.3101	0.0001	0
COG0193	J	Peptidyl-tRNA hydrolase	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0194	F	Guanylate kinase	0.0000	0.0005	0	0.0000	0.0000	0	0.0000	0.0007	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0195	K	Transcription antitermination factor NusA, contains S1 and KH domains	0.1400	0.9943	1	1.0000	0.9999	1	0.7500	0.9976	1	1.0000	1.0000	1	1.0000	1.0000	1
COG0196	H	FAD synthase	0.0000	0.0024	0	0.0000	0.0001	0	0.0000	0.0038	0	0.0000	0.0002	0	0.0000	0.0001	0
COG0197	J	Ribosomal protein L16/L10AE	0.0000	0.9774	1	0.5300	0.9985	1	0.0000	0.9695	1	1.0000	1.0000	1	0.9999	0.9999	1
COG0198	J	Ribosomal protein L24	0.0900	0.9939	1	0.9200	0.9997	1	0.0300	0.9918	1	1.0000	1.0000	1	0.9999	0.9998	1
COG0199	J	Ribosomal protein S14	0.0100	0.9486	1	0.9000	0.9761	1	0.0000	0.8838	1	0.1413	0.8919	1	0.0000	0.6639	1
COG0200	J	Ribosomal protein L15	0.0000	0.9827	1	0.9900	0.9996	1	0.0900	0.9936	1	1.0000	0.9999	1	0.9999	0.9997	1
COG0201	U	Preprotein translocase subunit SecY	0.0000	0.0066	0	1.0000	0.0072	0	0.6600	0.0573	0	1.0000	0.0088	0	0.9999	0.0192	0
COG0202	K	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	0.0400	0.9897	1	0.9800	0.9993	1	0.5000	0.9949	1	1.0000	0.9999	1	0.9999	0.9997	1
COG0203	J	Ribosomal protein L17	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0204	I	1-acyl-sn-glycerol-3-phosphate acyltransferase	0.0000	0.0034	0	0.0000	0.0000	0	0.0000	0.0044	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0205	G	6-phosphofructokinase	0.0000	0.0670	0	0.1552	0.0354	0	0.0000	0.0944	0	1.0000	0.1543	0	0.9699	0.1155	0
COG0206	D	Cell division GTPase FtsZ	0.0000	0.9291	1	0.9876	0.9933	1	0.1486	0.9711	1	1.0000	0.9522	1	1.0000	0.9552	1
COG0207	F	Thymidylate synthase	0.0050	0.5213	1	0.3000	0.2368	0	0.0000	0.1151	0	1.0000	0.1656	0	0.8417	0.3475	0
COG0208	F	Ribonucleotide reductase beta subunit, ferritin-like domain	0.0000	0.0009	0	0.0200	0.0001	0	0.0000	0.0019	0	0.2597	0.0000	0	0.0011	0.0000	0
COG0209	F	Ribonucleotide reductase alpha subunit	0.0000	0.6941	1	0.4735	0.7458	1	0.0000	0.6935	1	1.0000	0.9859	1	1.0000	0.9084	1
COG0210	L	Superfamily I DNA or RNA helicase	0.0000	0.1515	0	0.1000	0.0467	0	0.0000	0.0664	0	1.0000	0.3748	0	0.6716	0.0754	0
COG0211	J	Ribosomal protein L27	0.0000	0.0005	0	0.0000	0.0000	0	0.0000	0.0006	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0212	H	5-formyltetrahydrofolate cyclo-ligase	0.0000	0.3715	0	0.4800	0.2076	0	0.0000	0.4731	0	1.0000	0.1341	0	0.9998	0.3754	0
COG0213	F	Thymidine phosphorylase	0.4800	0.9573	1	1.0000	0.9690	1	0.2500	0.9014	1	1.0000	0.8257	1	0.9999	0.9015	1
COG0214	H	Pyridoxal 5'-phosphate synthase subunit PdxS	0.0050	0.9806	1	0.8200	0.9886	1	0.0300	0.9450	1	1.0000	0.9998	1	0.9998	0.9949	1
COG0215	J	Cysteinyl-tRNA synthetase	0.0100	0.8976	1	0.1800	0.5823	1	0.0000	0.6949	1	1.0000	0.9902	1	0.9999	0.9799	1
COG0216	J	Protein chain release factor RF1	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0004	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0217	KJ	Transcriptional and/or translational regulatory protein YebC/TACO1	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0218	D	GTP-binding protein EngB required for normal cell division	0.0000	0.3029	0	0.1800	0.3023	0	0.0000	0.0978	0	1.0000	0.4313	0	0.9848	0.4631	0
COG0219	J	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain	0.0000	0.0000	0	0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0220	J	tRNA G46 N7-methylase TrmB	0.0000	0.0013	0	0.0000	0.0000	0	0.0000	0.0015	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0221	C	Inorganic pyrophosphatase	0.0150	0.5967	1	0.9200	0.1725	0	0.0300	0.4151	0	1.0000	0.4010	0	0.9995	0.2533	0
COG0222	J	Ribosomal protein L7/L12	0.0000	0.0018	0	0.0000	0.0000	0	0.0000	0.0020	0	0.0000	0.0001	0	0.0000	0.0000	0
COG0223	J	Methionyl-tRNA formyltransferase	0.0000	0.0139	0	0.0000	0.0002	0	0.0000	0.0148	0	0.0000	0.0003	0	0.0000	0.0001	0
COG0224	C	FoF1-type ATP synthase, gamma subunit	0.0000	0.0165	0	0.0000	0.0018	0	0.0000	0.0160	0	0.0012	0.0269	0	0.0000	0.0015	0
COG0225	O	Peptide methionine sulfoxide reductase MsrA	0.0000	0.0283	0	0.0700	0.0805	0	0.0000	0.0399	0	1.0000	0.3175	0	0.9936	0.1202	0
COG0226	P	ABC-type phosphate transport system, periplasmic component	0.0250	0.9786	1	0.9500	0.9743	1	0.4000	0.9672	1	1.0000	0.9991	1	1.0000	0.9909	1
COG0227	J	Ribosomal protein L28	0.0000	0.0009	0	0.0000	0.0000	0	0.0000	0.0015	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0228	J	Ribosomal protein S16	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0004	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0229	O	Peptide methionine sulfoxide reductase MsrB	0.0000	0.0437	0	0.0100	0.0230	0	0.0000	0.0422	0	1.0000	0.2219	0	0.9765	0.0920	0
COG0230	J	Ribosomal protein L34	0.0000	0.0008	0	0.0000	0.0001	0	0.0000	0.0007	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0231	J	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	0.5150	0.9913	1	1.0000	0.9991	1	0.5500	0.9898	1	1.0000	0.9997	1	0.9999	0.9996	1
COG0232	F	dGTP triphosphohydrolase	0.0000	0.0300	0	0.0400	0.0177	0	0.0000	0.0187	0	0.9608	0.1095	0	0.0021	0.0235	0
COG0233	J	Ribosome recycling factor	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0004	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0234	O	Co-chaperonin GroES (HSP10)	0.0000	0.0081	0	0.0100	0.0053	0	0.0000	0.0064	0	0.3126	0.0410	0	0.0000	0.0003	0
COG0235	EG	5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation)	0.0000	0.8969	1	0.6300	0.9833	1	0.0100	0.8884	1	1.0000	0.9975	1	0.9999	0.9962	1
COG0236	I	Acyl carrier protein	0.0000	0.0177	0	0.0397	0.0022	0	0.0000	0.0143	0	0.9835	0.0035	0	0.0362	0.0005	0
COG0237	H	Dephospho-CoA kinase	0.0000	0.9597	1	0.9300	0.9963	1	0.1400	0.9889	1	1.0000	0.9997	1	1.0000	0.9982	1
COG0238	J	Ribosomal protein S18	0.0000	0.0005	0	0.0000	0.0000	0	0.0000	0.0006	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0239	DP	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	0.0150	0.5353	1	0.6300	0.3124	0	0.0100	0.3062	0	1.0000	0.8085	1	0.9135	0.4323	0
COG0240	C	Glycerol-3-phosphate dehydrogenase	0.0000	0.0515	0	0.0400	0.0074	0	0.0000	0.0535	0	0.7867	0.0126	0	0.0006	0.0035	0
COG0241	E	Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily	0.0050	0.0857	0	0.4500	0.0775	0	0.0100	0.1306	0	0.9999	0.1302	0	0.1631	0.0213	0
COG0242	J	Peptide deformylase	0.0000	0.0046	0	0.0000	0.0000	0	0.0000	0.0055	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0243	C	Anaerobic selenocysteine-containing dehydrogenase	0.0000	0.8624	1	0.4346	0.9731	1	0.0100	0.8011	1	1.0000	0.9996	1	1.0000	0.9881	1
COG0244	J	Ribosomal protein L10	0.0000	0.9524	1	0.3000	0.9965	1	0.0000	0.9506	1	1.0000	0.9998	1	0.9999	0.9996	1
COG0245	I	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	0.0000	0.0027	0	0.0000	0.0000	0	0.0000	0.0036	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0246	G	Mannitol-1-phosphate/altronate dehydrogenases	0.0000	0.0030	0	0.0000	0.0002	0	0.0000	0.0036	0	0.0000	0.0001	0	0.0000	0.0002	0
COG0247	C	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF	0.0000	0.9123	1	0.9948	0.9987	1	0.1800	0.9466	1	1.0000	1.0000	1	1.0000	0.9991	1
COG0248	FT	Exopolyphosphatase/pppGpp-phosphohydrolase	0.0000	0.0461	0	0.0000	0.0075	0	0.0000	0.0535	0	0.4478	0.0903	0	0.0001	0.0107	0
COG0249	L	DNA mismatch repair ATPase MutS	0.0000	0.1406	0	0.1200	0.1107	0	0.0000	0.0573	0	0.9999	0.4957	0	0.2764	0.1451	0
COG0250	K	Transcription termination/antitermination protein NusG	0.7650	0.9943	1	1.0000	0.9986	1	0.8100	0.9932	1	1.0000	0.9998	1	0.9999	0.9997	1
COG0251	V	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	0.0000	0.2528	0	0.0000	0.0749	0	0.0000	0.2852	0	1.0000	0.7576	1	0.9999	0.4975	0
COG0252	JE	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	0.0000	0.9582	1	0.9000	0.9986	1	0.1100	0.9847	1	1.0000	0.9996	1	1.0000	0.9988	1
COG0253	E	Diaminopimelate epimerase	0.0000	0.6112	1	0.7300	0.7280	1	0.0000	0.6090	1	1.0000	0.8462	1	0.9985	0.7258	1
COG0254	J	Ribosomal protein L31	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0255	J	Ribosomal protein L29	0.1450	0.9954	1	0.2100	0.9985	1	0.0000	0.9725	1	1.0000	1.0000	1	0.9999	0.9999	1
COG0256	J	Ribosomal protein L18	0.2400	0.9952	1	0.9100	0.9995	1	0.0900	0.9950	1	1.0000	0.9999	1	0.9999	0.9996	1
COG0257	J	Ribosomal protein L36	0.0000	0.0009	0	0.0000	0.0000	0	0.0000	0.0012	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0258	L	5'-3' exonuclease Xni/ExoIX (flap endonuclease)	0.0000	0.9636	1	0.9400	0.9984	1	0.0600	0.9914	1	1.0000	0.9987	1	1.0000	0.9983	1
COG0259	H	Pyridoxine/pyridoxamine 5'-phosphate oxidase	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0001	0	0.0000	0.0000	0
COG0260	E	Leucyl aminopeptidase	0.0000	0.0043	0	0.8000	0.0003	0	0.0000	0.0113	0	1.0000	0.0001	0	0.3920	0.0001	0
COG0261	J	Ribosomal protein L21	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0262	H	Dihydrofolate reductase	0.0000	0.0100	0	0.1000	0.0008	0	0.0000	0.0027	0	1.0000	0.0520	0	0.0865	0.0009	0
COG0263	E	Glutamate 5-kinase	0.0000	0.1928	0	0.1000	0.0226	0	0.0000	0.1438	0	0.9435	0.0817	0	0.0287	0.0069	0
COG0264	J	Translation elongation factor EF-Ts	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0004	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0265	O	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	0.0000	0.1838	0	0.3200	0.2348	0	0.0000	0.3432	0	1.0000	0.4960	0	0.9997	0.3838	0
COG0266	L	Formamidopyrimidine-DNA glycosylase	0.0000	0.0316	0	0.0000	0.0003	0	0.0000	0.0391	0	0.0000	0.0041	0	0.0000	0.0002	0
COG0267	J	Ribosomal protein L33	0.0000	0.0011	0	0.0000	0.0000	0	0.0000	0.0013	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0268	J	Ribosomal protein S20	0.0000	0.0007	0	0.0000	0.0000	0	0.0000	0.0008	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0269	G	3-keto-L-gulonate-6-phosphate decarboxylase	0.0450	0.9967	1	0.8656	0.9999	1	0.0000	0.9345	1	1.0000	1.0000	1	0.9999	0.9999	1
COG0270	L	DNA-cytosine methylase	0.0400	0.6434	1	0.0500	0.4141	0	0.0000	0.2106	0	1.0000	0.7004	1	0.9989	0.6332	1
COG0271	KT	DNA-binding global transcriptional regulator BolA, affects cell shape, cell division and biofilm formation	0.0000	0.0042	0	0.0000	0.0003	0	0.0000	0.0042	0	0.0017	0.0003	0	0.0000	0.0003	0
COG0272	L	NAD-dependent DNA ligase	0.0000	0.0259	0	0.0200	0.0028	0	0.0000	0.0288	0	0.9639	0.0134	0	0.0031	0.0033	0
COG0274	F	Deoxyribose-phosphate aldolase	0.0000	0.2426	0	0.0200	0.2384	0	0.0000	0.1271	0	1.0000	0.8850	1	0.9999	0.8126	1
COG0275	J	16S rRNA C1402 N4-methylase RsmH	0.0000	0.0012	0	0.0000	0.0000	0	0.0000	0.0016	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0276	H	Protoheme ferro-lyase (ferrochelatase)	0.0000	0.0091	0	0.0900	0.0014	0	0.0000	0.0173	0	0.9995	0.0300	0	0.0021	0.0022	0
COG0277	C	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	0.0000	0.5925	1	0.7074	0.6806	1	0.0100	0.9151	1	1.0000	0.9886	1	1.0000	0.9154	1
COG0278	O	Glutaredoxin-related protein	0.0000	0.0035	0	0.0000	0.0001	0	0.0000	0.0037	0	0.2151	0.0001	0	0.0000	0.0001	0
COG0279	G	Phosphoheptose isomerase	0.0000	0.0352	0	0.3400	0.0472	0	0.0100	0.1107	0	0.9876	0.1720	0	0.0851	0.0116	0
COG0280	C	Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)	0.0000	0.0067	0	0.0500	0.0008	0	0.0000	0.0090	0	0.0116	0.0004	0	0.0000	0.0001	0
COG0281	C	Malic enzyme	0.0150	0.9954	1	0.8400	0.9995	1	0.0400	0.9938	1	1.0000	1.0000	1	0.9999	0.9998	1
COG0282	C	Acetate kinase	0.0000	0.0070	0	0.0800	0.0008	0	0.0000	0.0089	0	0.1143	0.0005	0	0.0003	0.0002	0
COG0283	F	Cytidylate kinase	0.0000	0.0015	0	0.0000	0.0000	0	0.0000	0.0023	0	0.0000	0.0002	0	0.0000	0.0000	0
COG0284	F	Orotidine-5'-phosphate decarboxylase	0.0000	0.9811	1	0.8700	0.9908	1	0.0100	0.9912	1	1.0000	0.9998	1	0.9999	0.9992	1
COG0285	H	Folylpolyglutamate synthase/Dihydropteroate synthase	0.0000	0.0437	0	0.0000	0.0003	0	0.0000	0.0538	0	1.0000	0.0026	0	0.9999	0.0043	0
COG0286	V	Type I restriction-modification system, DNA methylase subunit	0.0050	0.9121	1	0.7746	0.9742	1	0.0100	0.6037	1	1.0000	0.9977	1	0.9999	0.9685	1
COG0287	E	Prephenate dehydrogenase	0.0000	0.0629	0	0.0694	0.0048	0	0.0000	0.0757	0	1.0000	0.0172	0	0.9983	0.0385	0
COG0288	P	Carbonic anhydrase	0.0000	0.0551	0	0.2531	0.0494	0	0.0000	0.0377	0	1.0000	0.1793	0	0.6942	0.0791	0
COG0289	E	4-hydroxy-tetrahydrodipicolinate reductase	0.0000	0.6862	1	0.6100	0.7606	1	0.0100	0.7739	1	1.0000	0.9602	1	0.9839	0.7903	1
COG0290	J	Translation initiation factor IF-3	0.0000	0.0011	0	0.0000	0.0000	0	0.0000	0.0011	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0291	J	Ribosomal protein L35	0.0000	0.0016	0	0.0000	0.0001	0	0.0000	0.0017	0	0.0000	0.0001	0	0.0000	0.0000	0
COG0292	J	Ribosomal protein L20	0.0000	0.0007	0	0.0000	0.0000	0	0.0000	0.0007	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0293	J	23S rRNA U2552 (ribose-2'-O)-methylase RlmE/FtsJ	0.4500	0.9578	1	0.9900	0.9843	1	0.4500	0.9659	1	1.0000	0.9450	1	0.9999	0.9850	1
COG0294	H	Dihydropteroate synthase	0.0000	0.9871	1	0.0400	0.9971	1	0.0000	0.9411	1	1.0000	1.0000	1	0.9999	0.9998	1
COG0295	F	Cytidine deaminase	0.0050	0.1115	0	0.2300	0.0088	0	0.0000	0.0404	0	1.0000	0.1114	0	0.8019	0.0627	0
COG0296	G	1,4-alpha-glucan branching enzyme	0.0000	0.0143	0	0.1100	0.0313	0	0.0000	0.0095	0	0.9978	0.5114	1	0.0001	0.0940	0
COG0297	G	Glycogen synthase	0.0000	0.2515	0	0.3400	0.3925	0	0.0000	0.1693	0	1.0000	0.8055	1	0.9993	0.6112	1
COG0298	O	Hydrogenase maturation factor HybG, HypC/HupF family	0.0000	0.9634	1	0.0700	0.9912	1	0.0000	0.9026	1	1.0000	0.9996	1	0.9999	0.9994	1
COG0299	F	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	0.0000	0.1731	0	0.0200	0.1348	0	0.0000	0.3552	0	1.0000	0.3583	0	0.9724	0.1887	0
COG0300	R	Short-chain dehydrogenase	0.0000	0.0522	0	0.1900	0.0085	0	0.0000	0.0467	0	1.0000	0.0963	0	0.9571	0.0336	0
COG0301	HJ	Adenylyl- and sulfurtransferase ThiI (thiamine and tRNA 4-thiouridine biosynthesis)	0.0150	0.9922	1	0.9900	0.9999	1	0.4700	0.9936	1	1.0000	0.9999	1	0.9999	0.9999	1
COG0302	H	GTP cyclohydrolase I	0.0000	0.0162	0	0.0000	0.0002	0	0.0000	0.0222	0	0.9999	0.0856	0	0.4476	0.0037	0
COG0303	H	Molybdopterin Mo-transferase (molybdopterin biosynthesis)	0.0000	0.9977	1	0.9998	1.0000	1	0.6165	0.9993	1	1.0000	1.0000	1	1.0000	1.0000	1
COG0304	IQ	3-oxoacyl-(acyl-carrier-protein) synthase	0.0000	0.0028	0	0.0000	0.0001	0	0.0000	0.0033	0	0.0000	0.0002	0	0.0000	0.0000	0
COG0305	L	Replicative DNA helicase	0.0000	0.0026	0	0.0000	0.0000	0	0.0000	0.0032	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0306	P	Phosphate/sulfate permease	0.2250	0.9309	1	0.9500	0.9758	1	0.1300	0.8364	1	1.0000	0.9949	1	1.0000	0.9921	1
COG0307	H	Riboflavin synthase alpha chain	0.0000	0.0296	0	0.2800	0.0053	0	0.0000	0.0593	0	0.9999	0.1872	0	0.0043	0.0056	0
COG0308	E	Aminopeptidase N, contains DUF3458 domain	0.0050	0.3833	0	0.1000	0.1667	0	0.0000	0.1490	0	1.0000	0.4345	0	0.9900	0.3407	0
COG0309	O	Carbamoyl dehydratase HypE (hydrogenase maturation factor)	0.2200	0.9986	1	0.8900	0.9997	1	0.1100	0.9894	1	1.0000	1.0000	1	1.0000	1.0000	1
COG0310	P	ABC-type Co2+ transport system, permease component	0.0050	0.9599	1	0.9796	0.9988	1	0.0300	0.8519	1	1.0000	0.9999	1	1.0000	0.9987	1
COG0311	H	Pyridoxal 5'-phosphate synthase subunit PdxT (glutamine amidotransferase)	0.2300	0.9834	1	0.9900	0.9844	1	0.0800	0.9302	1	1.0000	0.9996	1	0.9998	0.9943	1
COG0312	R	Zn-dependent protease PmbA/TldA or its inactivated homolog	0.0150	0.9931	1	1.0000	0.9998	1	0.2824	0.9930	1	1.0000	0.9985	1	1.0000	0.9998	1
COG0313	J	16S rRNA C1402 (ribose-2'-O) methylase RsmI	0.0000	0.0008	0	0.0000	0.0000	0	0.0000	0.0013	0	0.0000	0.0000	0	0.0000	0.0000	0
COG0314	H	Molybdopterin synthase catalytic subunit MoaE	0.0000	0.9789	1	0.9625	0.9990	1	0.0300	0.9889	1	1.0000	0.9999	1	0.9997	0.9998	1
COG0315	H	Molybdenum cofactor biosynthesis enzyme MoaC	0.0450	0.9938	1	0.8500	0.9996	1	0.0800	0.9927	1	1.0000	1.0000	1	0.9999	1.0000	1
COG0316	O	Fe-S cluster assembly iron-binding protein IscA	0.0000	0.0178	0	0.1600	0.0018	0	0.0000	0.0207	0	1.0000	0.0499	0	0.9905	0.0028	0
