COG_ID	input_prob	input_present	candidate	q_full_mean	q_full_sd	q_mask_neutral_mean	q_mask_neutral_sd	q_mask_absent_mean	q_mask_absent_sd	self_anchor_neutral	self_anchor_absent	residual_context	dropout_mean	dropout_consensus
COG0210	1	1	1	0.456505	0.333992	0.206916	0.338731	0.101473	0.244221	0.249588	0.355032	-5.12124	0.881951	0.965625
COG0212	1	1	1	0.276399	0.211528	0.0741688	0.110773	0.0121832	0.0208705	0.20223	0.264216	-5.22347	0.48581	0.496875
COG0213	1	1	1	0.917441	0.0829282	0.684611	0.235076	0.366192	0.330227	0.23283	0.551249	-0.51079	0.887034	0.9625
COG0214	1	1	1	0.999647	0.000458773	0.996096	0.0054954	0.970686	0.0426978	0.00355071	0.0289604	4.50831	0.979665	1
COG0215	1	1	1	0.993341	0.00618925	0.897236	0.0806528	0.434858	0.259158	0.0961053	0.558483	-3.26113	0.969663	1
COG0218	1	1	1	0.531569	0.257445	0.205092	0.20582	0.0472442	0.0765812	0.326477	0.484325	-3.57678	0.743492	0.8
COG0221	1	1	1	0.432984	0.254724	0.164612	0.257735	0.0741394	0.179499	0.268373	0.358845	-2.67946	0.780537	0.84375
COG0224	0.0012	1	1	0.0379462	0.0604077	0.0378574	0.0602714	0.00442145	0.00657906	8.87848e-05	0.0335247	-6.65054	0.0801542	0
COG0225	1	1	1	0.282259	0.343252	0.170099	0.317195	0.116941	0.297227	0.11216	0.165318	-2.73161	0.963853	0.99375
COG0226	1	1	1	0.999446	0.000333789	0.997447	0.00188134	0.98972	0.0111249	0.00199902	0.00972605	3.65481	0.99564	1
COG0229	1	1	1	0.193499	0.300706	0.110373	0.270526	0.0674442	0.193915	0.0831256	0.126055	-2.66797	0.7729	0.85
COG0231	1	1	1	0.999766	0.000271456	0.995488	0.0052088	0.927995	0.0830881	0.00427848	0.071771	-0.254137	0.985444	1
COG0232	0.9608	1	1	0.274226	0.309595	0.0839686	0.117078	0.012881	0.0215254	0.190257	0.261345	-4.95767	0.259396	0.203125
COG0234	0.3126	1	1	0.0635258	0.130432	0.0379811	0.0815271	0.00538055	0.0127596	0.0255447	0.0581453	-7.07836	0.114635	0.009375
COG0235	1	1	1	0.999036	0.000777739	0.995696	0.00280348	0.981176	0.010055	0.00333965	0.0178596	3.36961	0.982385	1
COG0236	0.9835	1	1	0.00814084	0.0207797	0.000956571	0.00253025	0.000106999	0.000286336	0.00718427	0.00803384	-11.0219	0.187643	0.084375
COG0237	1	1	1	0.999827	0.000138445	0.998098	0.00174484	0.980612	0.0221137	0.00172883	0.0192157	1.99333	0.994959	1
COG0239	1	1	1	0.919857	0.0628867	0.7035	0.199357	0.41055	0.321859	0.216357	0.509307	-0.471571	0.874223	0.95625
COG0240	0.7867	1	1	0.0179543	0.03148	0.0042079	0.00850467	0.000606307	0.00131657	0.0137464	0.017348	-8.81259	0.239279	0.175
COG0241	0.9999	1	1	0.171633	0.243556	0.0607934	0.147737	0.0114796	0.0300862	0.11084	0.160154	-3.97297	0.369805	0.334375
COG0243	1	1	1	0.999552	0.00083159	0.998118	0.00338114	0.994711	0.00791798	0.00143403	0.00484073	5.11695	0.998107	1
COG0244	1	1	1	0.999821	0.000223412	0.996054	0.00528758	0.935641	0.086558	0.00376743	0.0641805	0.74429	0.973228	1
COG0247	1	1	1	0.999992	1.99099e-05	0.999959	9.58968e-05	0.999838	0.000367805	3.29018e-05	0.000153601	8.3671	0.999951	1
COG0248	0.4478	1	1	0.10348	0.246262	0.0780348	0.207497	0.0333057	0.0959075	0.0254449	0.0701739	-3.90134	0.259244	0.16875
COG0249	0.9999	1	1	0.488053	0.295691	0.263157	0.358938	0.175727	0.331892	0.224896	0.312326	-2.50383	0.95296	0.99375
COG0250	1	1	1	0.999925	0.000104656	0.998532	0.00183997	0.973321	0.0311801	0.00139266	0.0266038	1.41193	0.991042	1
COG0251	1	1	1	0.769073	0.212226	0.502836	0.281989	0.283049	0.343585	0.266237	0.486024	-2.22323	0.994016	1
COG0252	1	1	1	0.999812	0.000180936	0.9986	0.00129876	0.991433	0.00783889	0.00121224	0.00837892	4.9287	0.99451	1
COG0253	1	1	1	0.910085	0.0775197	0.691354	0.225097	0.395394	0.249956	0.21873	0.514691	-1.39862	0.778508	0.859375
COG0255	1	1	1	0.999986	2.70968e-05	0.999847	0.00026003	0.998336	0.00279168	0.00013876	0.00164938	5.1279	0.983695	0.99375
COG0256	1	1	1	0.999882	0.000250674	0.996458	0.00766418	0.966723	0.0509709	0.00342387	0.0331583	1.41917	0.970904	0.99375
COG0258	1	1	1	0.998593	0.00164885	0.98629	0.0157199	0.911861	0.100981	0.0123032	0.0867324	0.691108	0.981979	1
COG0260	1	1	1	9.35644e-05	0.000188801	1.58161e-05	3.09987e-05	2.49147e-06	4.89608e-06	7.77483e-05	9.10729e-05	-13.2682	0.0844386	0.053125
COG0262	1	1	1	0.0871452	0.260189	0.0461288	0.138314	0.00994544	0.0298308	0.0410164	0.0771997	-5.21487	0.362698	0.346875
COG0263	0.9435	1	1	0.109277	0.241046	0.0462052	0.1271	0.012908	0.0372197	0.0630714	0.0963686	-5.17353	0.461589	0.459375
COG0265	1	1	1	0.577161	0.248891	0.232537	0.282915	0.107356	0.259389	0.344625	0.469806	-4.74617	0.880491	0.946875
COG0269	1	1	1	0.999986	1.52649e-05	0.999838	0.000147778	0.998154	0.00173721	0.000147581	0.00183219	8.62431	0.942461	0.996875
COG0270	1	1	1	0.819403	0.111487	0.422921	0.20978	0.125293	0.183141	0.396482	0.694111	-1.63028	0.734609	0.75
COG0271	0.0017	1	1	0.000135148	0.000313817	0.00013479	0.000312959	2.70426e-05	5.70768e-05	3.57628e-07	0.000108105	-9.69113	0.00324875	0
COG0272	0.9639	1	1	0.0079554	0.0190669	0.000843444	0.00214104	8.34852e-05	0.000217989	0.00711196	0.00787192	-11.7112	0.376576	0.40625
COG0274	1	1	1	0.953606	0.0625963	0.790043	0.204645	0.474465	0.301993	0.163563	0.479141	-0.19571	0.898948	0.95625
COG0276	0.9995	1	1	0.0337235	0.0855033	0.00713227	0.0185828	0.00121528	0.00310317	0.0265912	0.0325082	-6.79158	0.217604	0.165625
COG0277	1	1	1	0.972254	0.0291721	0.895956	0.0915439	0.725749	0.227525	0.0762984	0.246505	0.39667	0.99787	1
COG0278	0.2151	1	1	5.40972e-05	8.56757e-05	3.75986e-05	5.96191e-05	7.07507e-06	1.12419e-05	1.64986e-05	4.70221e-05	-11.0799	0.00328395	0
COG0279	0.9876	1	1	0.156067	0.241595	0.0447861	0.110471	0.00999724	0.0274473	0.111281	0.14607	-4.19229	0.422404	0.4
COG0280	0.0116	1	1	0.000366995	0.000548516	0.000356397	0.000533034	3.17127e-05	5.15361e-05	1.05977e-05	0.000335282	-10.9273	0.0214527	0
COG0281	1	1	1	0.999982	1.84696e-05	0.999787	0.000232783	0.998125	0.00226746	0.000194132	0.00185668	6.27496	0.997839	1
COG0282	0.1143	1	1	0.000394312	0.000805469	0.00029667	0.000613486	2.63393e-05	5.92834e-05	9.76414e-05	0.000367972	-10.9552	0.0356235	0
COG0284	1	1	1	0.999735	0.000281017	0.99867	0.00107098	0.993217	0.00532713	0.00106496	0.00651866	3.44202	0.99521	1
COG0285	1	1	1	0.00400261	0.00797213	0.000413921	0.00079085	4.9153e-05	9.01476e-05	0.00358869	0.00395346	-11.4107	0.125999	0.046875
COG0286	1	1	1	0.999696	0.000413183	0.998209	0.00191447	0.989479	0.009129	0.00148708	0.0102165	4.30035	0.99574	1
COG0287	1	1	1	0.0359245	0.0432894	0.00436299	0.00657025	0.000593913	0.0010469	0.0315615	0.0353306	-8.26527	0.252205	0.19375
COG0288	1	1	1	0.182968	0.282127	0.109237	0.286255	0.0865286	0.253873	0.0737313	0.0964396	-2.50852	0.684594	0.696875
COG0289	1	1	1	0.97535	0.0242038	0.898562	0.0964133	0.68955	0.260735	0.0767884	0.2858	-0.442707	0.919521	0.965625
COG0293	1	1	1	0.968589	0.0292649	0.8075	0.144064	0.461565	0.242559	0.161088	0.507023	0.47666	0.906478	0.9625
COG0294	1	1	1	0.999981	1.71448e-05	0.999915	6.9265e-05	0.999664	0.000251691	6.67572e-05	0.000317872	7.14376	0.998972	1
COG0295	1	1	1	0.207459	0.271549	0.0648582	0.149595	0.0116244	0.0309004	0.142601	0.195835	-4.572	0.544016	0.540625
COG0296	0.9978	1	1	0.485469	0.342986	0.205687	0.299373	0.110353	0.280877	0.279782	0.375116	-2.35855	0.637502	0.66875
COG0297	1	1	1	0.849019	0.169885	0.563271	0.277598	0.254943	0.274864	0.285749	0.594077	-1.77367	0.850157	0.896875
COG0298	1	1	1	0.999761	0.000219259	0.997622	0.0021792	0.981653	0.0174162	0.00213927	0.0181078	5.13341	0.97445	0.99375
COG0299	1	1	1	0.416321	0.307805	0.230619	0.351919	0.147127	0.299017	0.185702	0.269195	-2.95597	0.788644	0.865625
COG0300	1	1	1	0.10521	0.256912	0.0501478	0.144439	0.0127634	0.0376965	0.0550626	0.092447	-5.23144	0.512029	0.503125
COG0301	1	1	1	0.999983	1.5416e-05	0.999757	0.000202808	0.996824	0.00262059	0.000225782	0.00315881	6.096	0.955201	0.99375
COG0302	0.9999	1	1	0.0622791	0.108067	0.0123252	0.0268557	0.00194947	0.00457922	0.0499539	0.0603296	-6.61982	0.308648	0.265625
COG0303	1	1	1	1	3.76973e-08	1	2.17373e-07	0.999999	1.95272e-06	1.19209e-07	6.55651e-07	13.3707	0.99997	1
COG0306	1	1	1	0.995746	0.00498049	0.983145	0.019008	0.945841	0.0576345	0.0126014	0.0499048	2.91578	0.988171	1
COG0307	0.9999	1	1	0.129637	0.213508	0.0414581	0.0847856	0.0104149	0.0237427	0.0881785	0.119222	-5.07975	0.637245	0.6375
COG0308	1	1	1	0.506357	0.285213	0.205667	0.169797	0.0526081	0.0567934	0.30069	0.453748	-3.20208	0.661387	0.678125
COG0309	1	1	1	0.999999	1.19314e-06	0.999993	7.15199e-06	0.99996	4.07571e-05	5.72205e-06	3.9041e-05	10.877	0.999735	1
COG0310	1	1	1	0.999952	7.0872e-05	0.999565	0.000747495	0.99713	0.00506728	0.000387073	0.00282133	7.23917	0.989861	1
COG0311	1	1	1	0.999322	0.000810751	0.99333	0.00872917	0.955748	0.0573518	0.00599188	0.0435739	4.14732	0.976912	1
COG0312	1	1	1	0.999198	0.00145671	0.993086	0.0128985	0.960218	0.0728786	0.0061121	0.0389792	3.20595	0.917424	0.98125
COG0314	1	1	1	0.99996	2.77634e-05	0.999773	0.000200466	0.998788	0.00140797	0.000187576	0.00117284	6.67037	0.99278	1
COG0315	1	1	1	1	5.96642e-07	0.999997	5.01328e-06	0.999977	3.95804e-05	2.86102e-06	2.25306e-05	10.3575	0.998331	1
COG0316	1	1	1	0.0514982	0.153203	0.0211401	0.0632281	0.00838733	0.0251301	0.030358	0.0431108	-5.03938	0.3661	0.365625
COG0317	0.9999	1	1	0.0157187	0.0333934	0.00161184	0.0038509	0.000161898	0.000414891	0.0141068	0.0155568	-10.6375	0.323884	0.34375
COG0318	1	1	1	0.745763	0.157118	0.470562	0.25056	0.252057	0.295579	0.275201	0.493706	-2.25799	0.993649	1
COG0320	1	1	1	0.147376	0.281852	0.0897797	0.235869	0.0484462	0.139137	0.0575964	0.0989299	-3.34886	0.790014	0.85
COG0321	1	1	1	0.014584	0.0199908	0.00289154	0.00439435	0.000561529	0.000963177	0.0116924	0.0140224	-7.42658	0.163596	0.09375
COG0322	1	1	1	0.205767	0.377079	0.143584	0.310945	0.0977453	0.275694	0.0621831	0.108021	-4.81547	0.857926	0.93125
COG0323	0.9981	1	1	0.416891	0.350225	0.242342	0.373785	0.179519	0.34836	0.174549	0.237372	-2.67379	0.959412	0.996875
COG0325	0.9911	1	1	0.186097	0.329586	0.0945961	0.193495	0.022848	0.0466871	0.0915004	0.163249	-5.11321	0.362113	0.36875
COG0326	0.0107	1	1	0.00552108	0.0149865	0.00540438	0.014679	0.000692228	0.00195071	0.000116694	0.00482885	-7.41429	0.179729	0.05
COG0327	1	1	1	0.961891	0.049225	0.85315	0.158705	0.617017	0.306904	0.10874	0.344874	0.292746	0.904496	0.934375
COG0328	1	1	1	0.16068	0.290394	0.0927219	0.241228	0.0391214	0.112755	0.0679585	0.121559	-4.74402	0.603938	0.5875
COG0329	1	1	1	0.999748	0.000332935	0.999188	0.000954599	0.997695	0.00223899	0.000560224	0.00205338	4.41953	0.997989	1
COG0330	1	1	1	0.999777	0.000307008	0.998374	0.00182896	0.990656	0.00830306	0.0014025	0.00912088	2.77332	0.998736	1
COG0334	1	1	1	0.984855	0.0124131	0.886506	0.0937522	0.570737	0.274975	0.0983484	0.414117	-0.556003	0.99613	1
COG0337	1	1	1	0.494623	0.213565	0.150329	0.136788	0.036954	0.0567089	0.344295	0.457669	-4.58663	0.329674	0.3125
COG0338	1	1	1	0.628491	0.223362	0.217214	0.200964	0.0331272	0.0431749	0.411277	0.595363	-2.29787	0.695092	0.665625
COG0340	1	1	1	0.999765	0.000202512	0.998714	0.00116859	0.991907	0.00917619	0.00105077	0.0078581	3.2702	0.992677	1
COG0341	0.808	1	1	0.505957	0.386202	0.36274	0.395011	0.238573	0.381405	0.143218	0.267384	-2.66009	0.80248	0.85
COG0342	0.852	1	1	0.519568	0.346909	0.344184	0.355562	0.211268	0.335556	0.175384	0.3083	-1.91164	0.839297	0.9
COG0343	1	1	1	0.999861	0.000117217	0.998462	0.00113042	0.986602	0.0101233	0.00139904	0.013259	2.47396	0.995429	1
COG0345	1	1	1	0.976745	0.0219159	0.879108	0.122663	0.641951	0.251997	0.0976365	0.334794	-0.611653	0.902354	0.959375
COG0346	1	1	1	0.719512	0.296591	0.504086	0.330099	0.282738	0.340766	0.215425	0.436774	-2.16613	0.999273	1
COG0347	1	1	1	0.884241	0.109796	0.723034	0.192752	0.450208	0.224363	0.161208	0.434034	-0.722879	0.830014	0.909375
COG0348	1	1	1	0.999116	0.00102825	0.994966	0.00522013	0.970707	0.0320875	0.00414932	0.0284087	3.63571	0.990431	1
COG0350	1	1	1	0.998076	0.00263584	0.986989	0.0164937	0.918415	0.0882464	0.0110869	0.0796614	1.15797	0.997936	1
COG0351	1	1	1	0.999195	0.00142675	0.997351	0.00311101	0.993788	0.00597386	0.00184375	0.00540668	4.79407	0.978942	1
COG0352	0.9999	1	1	0.63229	0.141964	0.235556	0.0831287	0.0470019	0.0195921	0.396733	0.585288	-3.40733	0.597702	0.5875
COG0358	1	1	1	0.999977	1.63519e-05	0.999494	0.000355864	0.989459	0.00968178	0.000483334	0.0105176	1.6645	0.992465	1
COG0361	1	1	1	0.999838	0.000192168	0.997197	0.00302852	0.963213	0.0369123	0.00264072	0.0366247	0.996494	0.98769	1
COG0365	1	1	1	0.978909	0.0300245	0.920154	0.0763615	0.779142	0.156561	0.058755	0.199767	0.577869	0.996012	1
COG0366	1	1	1	0.674549	0.270882	0.322263	0.301406	0.148285	0.295237	0.352286	0.526264	-2.33147	0.896406	0.94375
COG0367	1	1	1	0.979049	0.0156062	0.861545	0.0996361	0.508753	0.249976	0.117503	0.470296	-0.332407	0.965375	1
COG0368	1	1	1	0.999863	0.000152911	0.999388	0.000594571	0.998023	0.00187977	0.000475287	0.0018397	6.7977	0.977373	0.996875
COG0370	1	1	1	0.99996	7.93117e-05	0.999693	0.000536831	0.998511	0.00203823	0.000267327	0.00144911	6.33014	0.99228	1
COG0371	1	1	1	0.999882	0.000101054	0.998834	0.00122213	0.990887	0.0100839	0.00104779	0.00899452	5.94692	0.991039	1
COG0372	1	1	1	0.786488	0.125214	0.484135	0.211513	0.225399	0.264228	0.302352	0.561089	-2.2163	0.949325	0.996875
COG0373	1	1	1	0.999175	0.00172079	0.994567	0.0121765	0.966763	0.0768672	0.00460792	0.0324118	3.36176	0.997089	1
COG0374	0.9997	1	1	0.999382	0.000790609	0.995229	0.00600659	0.972668	0.0309818	0.00415289	0.0267143	5.3651	0.936459	0.990625
COG0375	1	1	1	0.999947	2.53805e-05	0.999504	0.00028343	0.996864	0.0017428	0.000443339	0.00308311	6.88628	0.980961	0.99375
COG0376	0.7744	1	1	0.484561	0.165433	0.203078	0.15712	0.0513248	0.0682079	0.281484	0.433236	-2.07235	0.300252	0.290625
COG0377	1	1	1	0.999323	0.00150306	0.996519	0.00532039	0.974869	0.0469885	0.0028038	0.0244538	3.6198	0.995571	1
COG0378	1	1	1	0.997109	0.00375557	0.9808	0.0233514	0.916325	0.117285	0.0163088	0.0807832	2.8446	0.986044	0.996875
COG0379	1	1	1	0.97619	0.0597764	0.934151	0.136971	0.841714	0.228138	0.0420384	0.134476	1.40494	0.985032	1
COG0380	0.9872	1	1	0.992046	0.00497856	0.942528	0.0427321	0.75358	0.171556	0.0495181	0.238466	2.19469	0.863993	0.94375
COG0381	1	1	1	0.995086	0.00663713	0.967403	0.0412984	0.822673	0.173655	0.0276831	0.172412	1.60931	0.955372	1
COG0382	1	1	1	0.999994	1.08795e-05	0.999973	4.45167e-05	0.99991	0.000128413	2.12789e-05	8.41022e-05	8.87746	0.999711	1
COG0383	1	1	1	0.96569	0.0248853	0.766692	0.133591	0.359959	0.241769	0.198998	0.60573	0.804782	0.677508	0.678125
COG0384	1	1	1	0.824546	0.112734	0.440157	0.273199	0.206301	0.315664	0.384389	0.618245	-0.887033	0.970305	0.996875
COG0385	0.9995	1	1	0.434342	0.237835	0.14642	0.249284	0.0643918	0.169256	0.287921	0.36995	-1.99008	0.584655	0.553125
COG0388	1	1	1	0.999173	0.000602966	0.996615	0.00233872	0.985596	0.0140342	0.00255793	0.0135773	3.39231	0.999104	1
COG0389	1	1	1	0.212619	0.341856	0.125805	0.297819	0.100891	0.29309	0.0868135	0.111728	-3.88713	0.885016	0.94375
COG0390	0.3695	1	1	0.810054	0.127749	0.678032	0.174918	0.268221	0.190972	0.132023	0.541833	0.690534	0.675419	0.725
COG0391	1	1	1	0.98838	0.0261285	0.924121	0.133861	0.741466	0.252083	0.0642597	0.246915	1.56734	0.984244	1
COG0392	1	1	1	0.999712	0.000292747	0.997232	0.00274522	0.980213	0.0211474	0.00247943	0.0194984	3.62586	0.982468	1
COG0393	1	1	1	0.990768	0.00611173	0.928393	0.0484215	0.6718	0.178337	0.0623755	0.318968	1.47144	0.824622	0.921875
COG0394	1	1	1	0.947448	0.0400642	0.734774	0.179561	0.395603	0.300447	0.212674	0.551845	-1.45071	0.975072	1
COG0395	1	1	1	0.360385	0.302972	0.171265	0.283295	0.0831115	0.210009	0.18912	0.277273	-2.6732	0.798293	0.8625
COG0396	1	1	1	0.999824	0.000284569	0.997832	0.00329448	0.98429	0.0189813	0.00199127	0.0155334	3.52138	0.966699	1
COG0397	0.0134	1	1	0.000355008	0.0008727	0.000346595	0.000852427	6.10739e-05	0.000155321	8.41319e-06	0.000293934	-8.8994	0.00340812	0
COG0398	0.028	1	1	0.148916	0.304231	0.146912	0.302482	0.0884404	0.236962	0.00200455	0.0604761	-2.18819	0.655782	0.71875
COG0399	1	1	1	0.997433	0.00192508	0.984086	0.0124033	0.908494	0.070492	0.0133472	0.088939	1.29239	0.997075	1
COG0400	0.001	1	1	7.21782e-05	8.63032e-05	7.19965e-05	8.60953e-05	6.10054e-06	7.89614e-06	1.8179e-07	6.60777e-05	-11.8302	0.0109506	0
COG0402	1	1	1	0.999907	9.99282e-05	0.999531	0.000511611	0.998155	0.00201289	0.000375271	0.0017519	5.73609	0.999557	1
COG0403	1	1	1	0.701586	0.183028	0.400792	0.310176	0.249971	0.368466	0.300794	0.451615	-1.40203	0.959803	0.990625
COG0404	1	1	1	0.237457	0.297209	0.132313	0.287246	0.0959041	0.265359	0.105144	0.141553	-2.63263	0.90428	0.978125
COG0405	0.9999	1	1	0.536726	0.252242	0.27758	0.325391	0.158694	0.298088	0.259146	0.378033	-1.56001	0.896913	0.9625
COG0406	1	1	1	0.123474	0.286973	0.0832877	0.241947	0.0383723	0.114359	0.0401862	0.0851016	-4.48619	0.624601	0.6
COG0407	1	1	1	0.947489	0.0690713	0.807696	0.210053	0.574983	0.312582	0.139793	0.372506	-0.136142	0.987674	1
COG0409	1	1	1	0.999815	0.000182923	0.998649	0.00111148	0.992236	0.00545119	0.00116682	0.00757921	6.03911	0.981523	0.99375
COG0410	1	1	1	0.996723	0.00574922	0.984868	0.0226437	0.944486	0.0896535	0.0118544	0.0522372	2.70748	0.997921	1
COG0411	1	1	1	0.997585	0.00290936	0.989283	0.0141349	0.958402	0.0663443	0.00830203	0.0391831	3.11892	0.994423	1
COG0412	0.9999	1	1	0.336589	0.268659	0.148427	0.284428	0.104236	0.286085	0.188162	0.232354	-2.08783	0.796329	0.859375
COG0413	1	1	1	0.197173	0.216525	0.0585412	0.0909912	0.0140922	0.0273957	0.138631	0.18308	-4.59341	0.716146	0.778125
COG0415	1	1	1	0.288038	0.260538	0.151445	0.282934	0.105027	0.280041	0.136593	0.183011	-1.78977	0.677553	0.7
COG0417	1	1	1	0.999986	2.09785e-05	0.999808	0.000299326	0.997345	0.00418899	0.000178218	0.00264084	7.64909	0.997465	1
COG0419	1	1	1	0.999925	5.26351e-05	0.999355	0.000449337	0.995045	0.00395353	0.00056988	0.00487953	5.0167	0.998386	1
COG0420	1	1	1	0.999844	0.000161652	0.99828	0.00214353	0.987854	0.0178803	0.00156367	0.0119898	4.26988	0.999017	1
COG0421	1	1	1	0.997958	0.00199098	0.989342	0.0122854	0.949239	0.0710958	0.00861597	0.0487189	2.87322	0.871829	0.928125
COG0422	1	1	1	0.999063	0.00167035	0.994982	0.00796796	0.98095	0.0220384	0.00408095	0.018113	4.10999	0.952672	0.99375
COG0423	1	1	1	0.999989	2.32793e-05	0.999731	0.000580684	0.994589	0.0121899	0.000257432	0.0054	5.16984	0.978827	1
COG0424	1	1	1	0.244453	0.252464	0.0715301	0.148042	0.0160512	0.0398961	0.172923	0.228402	-5.42693	0.491965	0.471875
COG0425	1	1	1	0.999813	0.000187365	0.999026	0.000883075	0.995952	0.0039148	0.000787377	0.00386131	5.69323	0.998423	1
COG0426	1	1	1	0.999994	9.6545e-06	0.999933	8.51409e-05	0.999353	0.000734797	6.03795e-05	0.000640273	7.94469	0.996033	1
COG0427	0.9959	1	1	0.951462	0.029075	0.743228	0.148651	0.392835	0.292033	0.208234	0.558627	0.547365	0.839022	0.925
COG0428	1	1	1	0.975261	0.0470321	0.873506	0.166204	0.610464	0.294501	0.101754	0.364797	0.315958	0.932061	0.99375
COG0430	1	1	1	0.999967	3.28322e-05	0.999488	0.000406871	0.991193	0.00777706	0.000479102	0.00877416	7.2767	0.991665	1
COG0431	1	1	1	0.105086	0.25347	0.046029	0.131406	0.010888	0.031997	0.0590572	0.0941982	-4.3786	0.508334	0.478125
COG0432	1	1	1	0.999997	4.9174e-06	0.999971	4.32968e-05	0.999776	0.00031747	2.58684e-05	0.000220478	8.67916	0.999079	1
COG0433	1	1	1	0.99987	0.000135083	0.998453	0.00162548	0.985519	0.0152238	0.00141716	0.0143512	3.69498	0.997867	1
COG0434	1	1	1	0.99485	0.00368351	0.946437	0.0370545	0.687702	0.178896	0.048413	0.307148	3.14873	0.817888	0.890625
COG0435	0.0007	1	1	0.0729316	0.171264	0.072879	0.171172	0.0200409	0.0539622	5.25489e-05	0.0528907	-2.43278	0.104344	0.009375
COG0436	1	1	1	1	4.24409e-07	0.999997	3.71132e-06	0.999977	2.92901e-05	2.86102e-06	2.28882e-05	8.45455	0.999977	1
COG0437	1	1	1	0.999986	1.64234e-05	0.999906	0.000131277	0.999465	0.000758638	8.05855e-05	0.000520825	7.94258	0.998424	1
COG0438	1	1	1	0.999157	0.002082	0.988706	0.0236102	0.876431	0.175433	0.0104508	0.122726	-1.26135	0.999813	1
COG0439	1	1	1	0.943106	0.0518267	0.776961	0.166571	0.495957	0.271318	0.166145	0.447149	-0.75466	0.790636	0.878125
COG0440	1	1	1	0.998641	0.00203796	0.994736	0.00752466	0.978713	0.0272424	0.00390494	0.0199285	3.14115	0.985885	1
COG0441	1	1	1	0.999988	9.95649e-06	0.999661	0.000301644	0.99135	0.00949165	0.000326812	0.00863725	1.68657	0.9886	1
COG0442	1	1	1	0.000289378	0.000574118	2.68787e-05	5.1578e-05	2.65539e-06	4.87385e-06	0.000262499	0.000286722	-14.4488	0.0314847	0
COG0443	1	1	1	0.154472	0.304439	0.0981104	0.27651	0.0526398	0.156647	0.056362	0.101833	-5.8964	0.832906	0.9
COG0444	1	1	1	0.996136	0.00589426	0.976435	0.0320973	0.900357	0.147172	0.0197011	0.0957788	1.72756	0.994302	1
COG0446	1	1	1	0.999995	3.33189e-06	0.999974	1.75198e-05	0.999878	8.0494e-05	2.10404e-05	0.000117779	8.06926	0.999734	1
COG0447	0.4131	1	1	0.211431	0.340118	0.171229	0.317901	0.100702	0.250655	0.0402014	0.110729	-0.823793	0.616444	0.65
COG0449	1	1	1	0.99963	0.000528509	0.997529	0.00334396	0.98402	0.022089	0.00210112	0.0156104	2.21634	0.997304	1
COG0450	1	1	1	0.998596	0.00197414	0.988415	0.0176375	0.940116	0.0846043	0.0101812	0.0584795	2.7158	0.896063	0.959375
COG0451	1	1	1	0.998209	0.00222774	0.988377	0.01541	0.936925	0.0777254	0.00983191	0.0612838	0.583833	0.999863	1
COG0452	1	1	1	0.999096	0.000752612	0.996384	0.0026699	0.984275	0.0109573	0.00271201	0.0148207	2.80509	0.993152	1
COG0454	1	1	1	0.993021	0.00661504	0.936027	0.0503649	0.634269	0.234572	0.0569941	0.358752	-2.25842	0.999603	1
COG0455	1	1	1	0.99128	0.00891804	0.945676	0.0445696	0.754298	0.15401	0.0456043	0.236982	1.35602	0.931692	0.996875
COG0456	1	1	1	1	9.03949e-08	0.999999	1.22849e-06	0.999981	2.40756e-05	9.53674e-07	1.87159e-05	14.0437	0.99939	1
COG0457	1	1	1	0.982205	0.0194754	0.889977	0.107927	0.631642	0.275482	0.0922276	0.350563	-1.7439	0.997704	1
COG0458	1	1	1	0.990152	0.0102549	0.956694	0.0555332	0.844279	0.186942	0.0334581	0.145873	0.199783	0.975527	1
COG0459	1	1	1	1	3.76973e-07	0.999993	1.48919e-05	0.999773	0.000478315	7.09295e-06	0.000226438	5.94974	0.999795	1
COG0460	1	1	1	0.99978	0.000393081	0.998978	0.00161484	0.996171	0.00536253	0.00080204	0.00360835	4.42861	0.994757	1
COG0461	1	1	1	0.999788	0.000170542	0.998685	0.0014279	0.990113	0.0142463	0.0011034	0.00967544	3.04837	0.988947	1
COG0462	1	1	1	0.999695	0.00020211	0.997546	0.00130842	0.980384	0.0130868	0.00214875	0.0193103	1.79037	0.98818	1
